England and Wales Code,England and Wales,Household size (5 categories) Code,Household size (5 categories),Car or van availability (5 categories) Code,Car or van availability (5 categories),Tenure of household (5 categories) Code,Tenure of household (5 categories),Household composition (15 categories) Code,Household composition (15 categories),Observation
K04000001,England and Wales,2,2 people in household,-8,Does not apply,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,2,Rented: Social rented,13,Other household types: With dependent children,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,13,Other household types: With dependent children,0
K04000001,England and Wales,2,2 people in household,-8,Does not apply,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,13,Other household types: With dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,158309
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,39963
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,15212
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,5809
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,54392
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,7521
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,13,Other household types: With dependent children,174
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",9779
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,9579
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,42788
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,42384
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,14312
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,17985
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,5779
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,160
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",10161
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,3,Single family household: All aged 66 years and over,55632
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,45532
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,38559
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,146391
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,115551
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,16339
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,13,Other household types: With dependent children,534
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",14694
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,17321
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,83943
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,163773
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,106110
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,38167
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,34053
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,13,Other household types: With dependent children,546
K04000001,England and Wales,2,2 people in household,0,No cars or vans in household,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",84809
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,13,Other household types: With dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,1052088
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,399154
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,70448
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,29714
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,140820
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,12448
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,13,Other household types: With dependent children,634
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",19934
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,58375
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,283487
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,196705
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,120050
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,65453
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,11180
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,877
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",20997
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,3,Single family household: All aged 66 years and over,90532
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,96798
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,47703
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,118336
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,93473
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,9992
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,13,Other household types: With dependent children,497
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",10398
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,53204
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,140880
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,220371
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,139647
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,45653
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,20839
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,13,Other household types: With dependent children,712
K04000001,England and Wales,2,2 people in household,1,1 car or van in household,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",51668
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,13,Other household types: With dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,619518
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,583573
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,109926
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,6179
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,102988
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,8867
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,13,Other household types: With dependent children,153
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",14183
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,37992
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,477155
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,374703
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,16292
